token	corpus size	all contexts size	frequency	co-frequency	specificity
эмоциональной	4315	67	3	3	5.45
справиться	4315	67	4	3	4.85
же	4315	67	4	3	4.85
психологу	4315	67	2	2	3.62
сюда	4315	67	2	2	3.62
как	4315	67	10	3	3.41
нагрузкой	4315	67	3	2	3.15
психология	4315	67	6	2	2.47
с	4315	67	24	3	2.28
главная	4315	67	1	1	1.81
