token	corpus size	all contexts size	frequency	co-frequency	specificity
распределенная	1037	741	21	21	3.10
распределенной	1037	741	20	20	2.95
равнодействующая	1037	741	11	11	1.61
её	1037	741	10	10	1.47
равнодействующей	1037	741	15	14	1.42
сила	1037	741	9	9	1.32
площади	1037	741	8	8	1.17
может	1037	741	7	7	1.03
м	1037	741	7	7	1.03
нагрузка	1037	741	26	21	0.97
