token	corpus size	all contexts size	frequency	co-frequency	specificity
physique	568	121	8	7	3.96
méthode	568	121	6	5	2.71
analyse	568	121	7	5	2.26
la	568	121	17	8	1.96
travail	568	121	15	7	1.75
de	568	121	42	14	1.63
charge	568	121	7	4	1.46
dans	568	121	5	3	1.23
d	568	121	13	5	1.08
par	568	121	3	2	0.97
