token	corpus size	all contexts size	frequency	co-frequency	specificity
психологическая	1140	149	8	7	5.40
перегруженность	1140	149	4	4	3.55
сочувствием	1140	149	4	4	3.55
трудоправовой	1140	149	4	4	3.55
аспект	1140	149	4	4	3.55
кадровик	1140	149	4	3	2.12
моббинг	1140	149	5	3	1.78
журнал	1140	149	2	2	1.77
психологической	1140	149	2	2	1.77
конкретного	1140	149	2	2	1.77
