token	corpus size	all contexts size	frequency	co-frequency	specificity
когнитивной	1759	459	13	13	7.64
когнитивную	1759	459	5	5	2.92
теория	1759	459	4	4	2.34
этом	1759	459	5	4	1.77
эмоции	1759	459	5	4	1.77
материала	1759	459	3	3	1.75
подходит	1759	459	3	3	1.75
теории	1759	459	6	4	1.42
за	1759	459	12	6	1.33
слишком	1759	459	4	3	1.28
