token	corpus size	all contexts size	frequency	co-frequency	specificity
эмоциональной	1176	542	16	15	4.15
эмоциональная	1176	542	10	10	3.38
эмоциональных	1176	542	12	11	2.91
это	1176	542	15	11	1.65
может	1176	542	15	11	1.65
является	1176	542	4	4	1.35
последствия	1176	542	4	4	1.35
с	1176	542	22	13	1.09
ее	1176	542	3	3	1.01
за	1176	542	3	3	1.01
