token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	3238	975	62	52	17.99
facteurs	3238	975	8	7	2.91
excessive	3238	975	7	6	2.44
une	3238	975	76	32	2.12
devient	3238	975	4	4	2.09
la	3238	975	113	44	2.01
identifier	3238	975	8	6	1.99
plusieurs	3238	975	6	5	1.99
travail	3238	975	21	11	1.75
et	3238	975	112	41	1.59
