token	corpus size	all contexts size	frequency	co-frequency	specificity
при	969	63	4	4	4.79
об	969	63	2	2	2.38
особенностях	969	63	2	2	2.38
питания	969	63	2	2	2.38
повышенных	969	63	2	2	2.38
мозговых	969	63	2	2	2.38
холодное	969	63	4	2	1.66
года	969	63	4	2	1.66
время	969	63	6	2	1.32
опубликовано	969	63	1	1	1.19
