token	corpus size	all contexts size	frequency	co-frequency	specificity
prise	2444	240	9	7	5.62
en	2444	240	39	11	3.16
prendre	2444	240	4	3	2.47
la	2444	240	78	15	2.35
quoi	2444	240	2	2	2.02
agit	2444	240	2	2	2.02
dunod	2444	240	2	2	2.02
alerte	2444	240	2	2	2.02
travail	2444	240	6	3	1.86
sources	2444	240	3	2	1.58
