token	corpus size	all contexts size	frequency	co-frequency	specificity
travail	9569	2175	236	123	22.76
de	9569	2175	608	227	16.81
la	9569	2175	313	129	13.27
perçue	9569	2175	22	21	12.31
perception	9569	2175	7	7	4.51
une	9569	2175	112	44	4.49
appréhender	9569	2175	11	9	4.28
typologie	9569	2175	10	8	3.72
systémique	9569	2175	20	12	3.52
réelle	9569	2175	5	5	3.22
