token	corpus size	all contexts size	frequency	co-frequency	specificity
утром	2913	80	2	2	3.13
физическую	2913	80	2	2	3.13
часа	2913	80	5	2	2.16
телевизор	2913	80	1	1	1.56
формирует	2913	80	1	1	1.56
неправильную	2913	80	1	1	1.56
школьников	2913	80	1	1	1.56
учебные	2913	80	1	1	1.56
стресс	2913	80	1	1	1.56
школьных	2913	80	1	1	1.56
