token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	1226	218	12	11	7.34
fatalité	1226	218	3	3	2.26
un	1226	218	18	7	1.69
poids	1226	218	2	2	1.50
invisible	1226	218	2	2	1.50
changeait	1226	218	2	2	1.50
regard	1226	218	2	2	1.50
entamer	1226	218	2	2	1.50
sans	1226	218	2	2	1.50
trop	1226	218	2	2	1.50
