token	corpus size	all contexts size	frequency	co-frequency	specificity
психической	7145	1115	22	21	15.74
психическая	7145	1115	12	12	9.70
учебной	7145	1115	37	21	8.06
особенностей	7145	1115	7	6	4.07
организма	7145	1115	5	5	4.04
и	7145	1115	266	62	3.65
деятельности	7145	1115	55	19	3.55
можно	7145	1115	9	6	3.14
воздействия	7145	1115	5	4	2.60
одарённые	7145	1115	3	3	2.42
