token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	1409	212	14	12	8.16
sortir	1409	212	5	5	4.13
s	1409	212	8	5	2.59
la	1409	212	30	9	1.75
permanence	1409	212	2	2	1.65
février	1409	212	2	2	1.65
livre	1409	212	2	2	1.65
en	1409	212	13	5	1.58
conséquences	1409	212	6	3	1.38
comment	1409	212	11	4	1.27
