token	corpus size	all contexts size	frequency	co-frequency	specificity
года	1198	200	3	3	2.34
чтобы	1198	200	3	3	2.34
или	1198	200	10	5	1.89
учеба	1198	200	2	2	1.56
я	1198	200	2	2	1.56
рекомендую	1198	200	2	2	1.56
время	1198	200	5	3	1.49
так	1198	200	3	2	1.16
активность	1198	200	3	2	1.16
и	1198	200	40	9	1.02
