token	corpus size	all contexts size	frequency	co-frequency	specificity
travail	1121	479	30	22	3.35
mentale	1121	479	9	9	3.34
de	1121	479	66	39	2.63
physique	1121	479	6	6	2.22
la	1121	479	45	26	1.84
a	1121	479	10	8	1.79
activité	1121	479	4	4	1.48
pour	1121	479	6	5	1.31
est	1121	479	6	5	1.31
cegarra	1121	479	3	3	1.11
