token	corpus size	all contexts size	frequency	co-frequency	specificity
прогнозирование	1022	248	6	5	2.43
и	1022	248	31	13	1.88
статьи	1022	248	3	3	1.85
работы	1022	248	3	3	1.85
службы	1022	248	4	3	1.37
технической	1022	248	2	2	1.23
пиковые	1022	248	2	2	1.23
запуск	1022	248	2	2	1.23
рекламных	1022	248	2	2	1.23
кампаний	1022	248	2	2	1.23
