token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	2020	413	24	22	13.11
la	2020	413	64	26	4.02
effort	2020	413	3	3	2.07
invisible	2020	413	7	4	1.51
réalité	2020	413	2	2	1.38
libération	2020	413	2	2	1.38
vole	2020	413	2	2	1.38
continue	2020	413	2	2	1.38
psychique	2020	413	2	2	1.38
elles	2020	413	2	2	1.38
