token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	1514	283	16	16	11.81
famille	1514	283	15	13	7.72
aborder	1514	283	6	6	4.39
en	1514	283	38	16	3.35
comment	1514	283	8	5	2.17
la	1514	283	47	15	1.95
commentaires	1514	283	2	2	1.46
alternate	1514	283	2	2	1.46
alléger	1514	283	2	2	1.46
sera	1514	283	2	2	1.46
