token	corpus size	all contexts size	frequency	co-frequency	specificity
émotionnelle	1059	213	14	9	3.50
la	1059	213	47	17	2.39
on	1059	213	7	4	1.54
elle	1059	213	8	4	1.33
a	1059	213	3	2	1.01
sur	1059	213	3	2	1.01
avec	1059	213	3	2	1.01
femmes	1059	213	7	3	0.94
de	1059	213	50	11	0.88
le	1059	213	12	4	0.87
