token	corpus size	all contexts size	frequency	co-frequency	specificity
психологическая	6265	116	15	5	5.30
нагрузка	6265	116	5	3	4.22
психической	6265	116	2	2	3.47
аффективная	6265	116	2	2	3.47
контроль	6265	116	11	3	3.05
словарь	6265	116	7	2	2.19
программы	6265	116	7	2	2.19
психическая	6265	116	7	2	2.19
произвольный	6265	116	1	1	1.73
внешними	6265	116	1	1	1.73
