token	corpus size	all contexts size	frequency	co-frequency	specificity
émotionnelle	3907	532	17	17	14.82
la	3907	532	85	26	4.65
relationnelle	3907	532	7	6	4.42
vis	3907	532	3	3	2.60
basée	3907	532	3	3	2.60
celui	3907	532	6	4	2.42
elle	3907	532	10	5	2.25
mentale	3907	532	4	3	2.06
de	3907	532	140	28	2.04
qui	3907	532	52	13	1.95
