token	corpus size	all contexts size	frequency	co-frequency	specificity
выматывает	5693	231	3	3	4.18
эмоциональные	5693	231	3	3	4.18
врачи	5693	231	4	3	3.60
эмоциональную	5693	231	4	3	3.60
людей	5693	231	6	3	2.93
приравнять	5693	231	2	2	2.79
вредным	5693	231	2	2	2.79
условиям	5693	231	2	2	2.79
педагог	5693	231	2	2	2.79
основной	5693	231	2	2	2.79
