token	corpus size	all contexts size	frequency	co-frequency	specificity
émotionnelle	2364	335	15	13	9.23
émotions	2364	335	15	8	3.47
nos	2364	335	16	8	3.23
la	2364	335	73	19	2.55
cette	2364	335	14	6	2.15
être	2364	335	8	4	1.82
elle	2364	335	8	4	1.82
sur	2364	335	12	5	1.81
liée	2364	335	2	2	1.70
négative	2364	335	2	2	1.70
