token	corpus size	all contexts size	frequency	co-frequency	specificity
travail	4611	340	97	27	9.30
charge	4611	340	22	10	5.95
une	4611	340	18	8	4.78
élevée	4611	340	4	4	4.54
de	4611	340	289	40	4.52
la	4611	340	141	21	3.09
a	4611	340	4	3	2.83
définir	4611	340	4	3	2.83
elle	4611	340	4	3	2.83
est	4611	340	9	4	2.60
