token	corpus size	all contexts size	frequency	co-frequency	specificity
большой	499	202	4	4	1.58
интенсивности	499	202	4	4	1.58
на	499	202	15	9	1.20
кратковременные	499	202	3	3	1.18
к	499	202	6	4	0.85
зданий	499	202	4	3	0.80
сооружений	499	202	2	2	0.79
конструкции	499	202	2	2	0.79
от	499	202	2	2	0.79
динамических	499	202	2	2	0.79
