token	corpus size	all contexts size	frequency	co-frequency	specificity
la	1815	764	115	68	4.23
fait	1815	764	9	9	3.39
référence	1815	764	9	9	3.39
reproductive	1815	764	7	7	2.64
morale	1815	764	10	9	2.63
charge	1815	764	55	31	1.97
écologique	1815	764	5	5	1.88
contraceptive	1815	764	5	5	1.88
éducative	1815	764	5	5	1.88
manière	1815	764	10	8	1.83
