token	corpus size	all contexts size	frequency	co-frequency	specificity
пол	610	167	7	7	3.98
склада	610	167	6	6	3.40
на	610	167	16	11	3.31
допустимой	610	167	4	4	2.26
допустимые	610	167	2	2	1.13
значений	610	167	2	2	1.13
классификации	610	167	2	2	1.13
определить	610	167	2	2	1.13
помещениях	610	167	2	2	1.13
допустимая	610	167	2	2	1.13
