token	corpus size	all contexts size	frequency	co-frequency	specificity
к	822	40	5	2	1.70
кандидат	822	40	1	1	1.31
психологических	822	40	1	1	1.31
наук	822	40	1	1	1.31
писатель	822	40	1	1	1.31
телеведущий	822	40	1	1	1.31
длительная	822	40	1	1	1.31
умственная	822	40	1	1	1.31
привести	822	40	1	1	1.31
развитию	822	40	1	1	1.31
