token	corpus size	all contexts size	frequency	co-frequency	specificity
умственная	1557	60	7	2	1.60
глюкозы	1557	60	7	2	1.60
активной	1557	60	1	1	1.41
скинуть	1557	60	1	1	1.41
одними	1557	60	1	1	1.41
умственными	1557	60	1	1	1.41
вряд	1557	60	1	1	1.41
разбираемся	1557	60	1	1	1.41
каких	1557	60	1	1	1.41
объемах	1557	60	1	1	1.41
