token	corpus size	all contexts size	frequency	co-frequency	specificity
силы	485	235	8	8	2.54
внешние	485	235	6	6	1.90
как	485	235	4	4	1.26
могут	485	235	4	4	1.26
сосредоточенные	485	235	4	4	1.26
нагрузки	485	235	11	8	1.17
сил	485	235	3	3	0.95
распределённые	485	235	3	3	0.95
или	485	235	5	4	0.85
в	485	235	7	5	0.83
