token	corpus size	all contexts size	frequency	co-frequency	specificity
между	1055	521	8	7	1.54
стеллажа	1055	521	5	5	1.54
на	1055	521	34	21	1.32
полу	1055	521	4	4	1.23
опоры	1055	521	4	4	1.23
в	1055	521	24	15	1.14
является	1055	521	3	3	0.92
равномерно	1055	521	3	3	0.92
случае	1055	521	3	3	0.92
непосредственно	1055	521	3	3	0.92
