token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	4813	696	48	37	21.79
la	4813	696	144	38	4.24
travail	4813	696	72	23	4.10
au	4813	696	43	14	2.85
physique	4813	696	8	5	2.66
de	4813	696	319	62	2.60
interviennent	4813	696	3	3	2.52
multiples	4813	696	3	3	2.52
facteurs	4813	696	12	6	2.49
notion	4813	696	6	4	2.32
