token	corpus size	all contexts size	frequency	co-frequency	specificity
физических	456	49	2	2	1.95
по	456	49	4	2	1.26
что	456	49	10	3	1.18
упражнения	456	49	1	1	0.97
растяжку	456	49	1	1	0.97
отметил	456	49	1	1	0.97
при	456	49	1	1	0.97
выборе	456	49	1	1	0.97
типа	456	49	1	1	0.97
важно	456	49	1	1	0.97
