token	corpus size	all contexts size	frequency	co-frequency	specificity
prise	9964	99	6	2	2.85
dispositif	9964	99	8	2	2.59
qu	9964	99	44	3	2.07
désengagée	9964	99	1	1	2.00
collaboration	9964	99	1	1	2.00
présent	9964	99	1	1	2.00
importante	9964	99	1	1	2.00
signifier	9964	99	1	1	2.00
utilise	9964	99	1	1	2.00
dernières	9964	99	1	1	2.00
