token	corpus size	all contexts size	frequency	co-frequency	specificity
la	2262	839	103	63	6.65
travail	2262	839	62	42	6.30
de	2262	839	183	97	5.74
prescrite	2262	839	11	11	4.76
réelle	2262	839	8	8	3.46
cognitive	2262	839	7	7	3.02
peut	2262	839	12	10	2.90
subjective	2262	839	6	6	2.59
émotionnelle	2262	839	6	6	2.59
peuvent	2262	839	6	6	2.59
