token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	590	111	7	6	3.64
ce	590	111	7	5	2.51
invisible	590	111	3	3	2.19
que	590	111	9	5	1.91
est	590	111	10	5	1.69
en	590	111	4	3	1.67
la	590	111	14	6	1.62
portent	590	111	2	2	1.45
cette	590	111	2	2	1.45
peut	590	111	2	2	1.45
