token	corpus size	all contexts size	frequency	co-frequency	specificity
la	1338	277	50	26	6.35
travail	1338	277	37	18	4.08
prise	1338	277	8	7	4.01
démarche	1338	277	5	5	3.43
compte	1338	277	10	7	3.03
de	1338	277	106	34	2.84
aspect	1338	277	4	4	2.74
lié	1338	277	4	4	2.74
évaluation	1338	277	11	7	2.69
d	1338	277	29	11	1.82
