token	corpus size	all contexts size	frequency	co-frequency	specificity
даже	1233	88	3	2	1.85
на	1233	88	23	4	1.26
при	1233	88	6	2	1.25
туристических	1233	88	1	1	1.15
толп	1233	88	1	1	1.15
гиды	1233	88	1	1	1.15
держится	1233	88	1	1	1.15
ниточке	1233	88	1	1	1.15
один	1233	88	1	1	1.15
скачок	1233	88	1	1	1.15
