token	corpus size	all contexts size	frequency	co-frequency	specificity
émotionnelle	1202	273	12	12	7.81
la	1202	273	37	21	5.36
est	1202	273	20	10	2.31
emma	1202	273	12	7	2.18
qu	1202	273	10	6	2.00
mentale	1202	273	3	3	1.93
massot	1202	273	3	3	1.93
éditions	1202	273	3	3	1.93
c	1202	273	12	6	1.58
un	1202	273	7	4	1.37
