token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	1838	301	23	18	10.17
charge	1838	301	19	9	2.91
alléger	1838	301	7	5	2.77
minimalisme	1838	301	29	11	2.53
comment	1838	301	5	4	2.53
la	1838	301	38	13	2.46
les	1838	301	43	14	2.39
liberer	1838	301	3	3	2.36
grace	1838	301	3	3	2.36
au	1838	301	6	4	2.13
