token	corpus size	all contexts size	frequency	co-frequency	specificity
prise	2012	678	40	40	19.24
en	2012	678	60	45	10.51
demande	2012	678	19	14	3.47
vous	2012	678	6	6	2.84
une	2012	678	25	14	1.94
saisir	2012	678	4	4	1.89
critères	2012	678	6	5	1.77
de	2012	678	155	60	1.57
procédures	2012	678	3	3	1.42
je	2012	678	7	5	1.40
