token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	5893	1405	94	88	47.48
définition	5893	1405	25	25	15.64
la	5893	1405	195	79	7.19
numéro	5893	1405	8	8	4.99
bye	5893	1405	6	6	3.74
rentrée	5893	1405	6	6	3.74
charge	5893	1405	89	36	3.71
soucis	5893	1405	12	8	2.76
maternelle	5893	1405	4	4	2.49
cognitive	5893	1405	4	4	2.49
