token	corpus size	all contexts size	frequency	co-frequency	specificity
mentale	1701	134	5	5	5.55
charge	1701	134	8	4	2.73
couple	1701	134	2	2	2.21
la	1701	134	47	9	2.19
en	1701	134	22	4	1.19
tâches	1701	134	6	2	1.17
dans	1701	134	23	4	1.15
nouvel	1701	134	1	1	1.10
durée	1701	134	1	1	1.10
libre	1701	134	1	1	1.10
